word,part of speech,definition,explanation,etymology (comma-separated)
Liekideon,Adjective,"Curativo, sanativo, medicinal",,
Liekingeon,Noun,"Curación, sanación",,
Liekirian,Verb,"Curar, sanar",,
Liekofaeneon,Noun,Medicación,,
Liekofaenirian,Verb,Medicar,,
Liekofeon,Noun,"Cura, medicamento",,
Liekplanteon,Noun,Planta medicinal,,
Lifteon,Noun,"Ascensor, elevador",,
Ligushkeon,Noun,"Sapo, rana",,
Ligushkfemureon,Noun,Anca de Rana,,
Ligushkiteon,Noun,Renacuajo,,
Lihtenshtaineon,Noun,Liechtenstein,,
Lihtenshtainiopaon,Noun,Liechtensteiniano,,
Likirian,Verb,Lamer,,
Limasneon,Noun,Limitación,,
Limasnideon,Adjective,Limitante,,
Limasnirian,Verb,Limitar,,
Limasnofeon,Noun,Delimitador,,
Limdateon,Noun,Fecha de expiración,,
Limeon,Noun,Límite,,
Limideon,Adjective,Limítrofe,,
Linasneon,Noun,Alineación,,
Linasnirian,Verb,Alinear,,
Lineon,Noun,Línea,,
Lingambreon,Noun,Hablante,,
Lingemaon,Noun,Lingüista,,
Lingemeon,Noun,Lenguaje,,
Lingeon,Noun,Lengua,,
Lingideon,Adjective,Lingüístico,,
Lingumemaon,Noun,Políglota,,
Lingumeon,Noun,Poliglotismo,,
Lingumideon,Adjective,Plurilingüe,,
Lingumogeon,Noun,Multilingüismo,,
Linideon,Adjective,Lineal,,
Linkeon,Noun,"Vínculo, enlace, link",,
Linkirian,Verb,"Vincular, enlazar",,
Linofeon,Noun,Regla,,
Liptemaon,Noun,"Trepador, escalador",,
Lipteon,Noun,Escalada,,
Liptirian,Verb,"Trepar, escalar",,
Liptuplanteon,Noun,(planta) Trepadora,,
Lisamageon,Noun,Corpulencia,,
Lisamagideon,Adjective,Corpulento,,
Lisameon,Noun,Cuerpo,,
Lisamfluiguchanyeon,Noun,Transfusión,,
Lisamgiakorlatatseon,Noun,Gimnasio,,
Lisamgiakorlatemaon,Noun,Gimnasta,,
Lisamgiakorlatirian,Verb,Hacer gimnasia,,
Lisamgiakorlatogeon,Noun,Gimnasia,,
Lisamideon,Noun,"Corporal, corpóreo",,
Lisegeon,Noun,"Similitud, semejanza, parecido",,
Lisegideon,Adjective,"Similar, semejante, parecido",,
Lisensaenebenteon,Noun,Licenciatura,,
Lisenseon,Noun,Licencia,,
Lisensiesemaon,Noun,Licenciado,,
Lisensirian,Verb,Licenciar,,
Lisigasnirian,Verb,"Asemejar, asimilar",,
Lisigirian,Verb,"Parecerse a, asemejar",,
Listideon,Adjective,Listo,,
Lituaneon,Noun,Lituania,,
Lituaniomeon,Noun,Lituano,,
Lituaniopaon,Noun,Lituano,,
Lobelirian,Verb,"Eyacular, venirse",Solo hombres,lobel
Lobeon,Noun,León,,
Lodarageon,Noun,Cajón,,
Lodareon,Noun,Caja,,
Lodeon,Noun,Carga,,
Lodirian,Verb,Cargar,,
Lodofeon,Noun,Cargador,,
Lodubarkeon,Noun,Buque de carga,,
Lodutraineon,Noun,Tren de carga,,
Lofelageon,Noun,Cucharón,,
Lofelalkeon,Noun,Cucharita,,
Lofeleon,Noun,Cuchara,,
Loheon,Noun,"Hoyo, agujero",,
Lohingeon,Noun,Perforación,,
Lohirian,Verb,"Agujerear, perforar",,
Lohofeon,Noun,Perforadora,,
Lokeon,Noun,"Hallazgo, encuentro",,
Lokirian,Verb,"Encontrar, localizar, hallar",,
Lokplatseon,Noun,Localización,,
Lon,Noun,Hombre,,
Longeon,Noun,"Largo, longitud",,
Longideon,Adjective,Largo,,
Longlastideon,Adjective,Duradero,,
Lopasheon,Noun,Hurto,,
Lopashirian,Verb,Hurtar,,
Loshalkeon,Noun,Amago de incendio,,
Loshirian,Verb,Apagar fuego,,
Luchoreon,Noun,Oasis,,
Ludatseon,Noun,Parque Infantil,,
Ludeon,Noun,Juego,,
Ludideon,Adjective,Lúdico,,
Ludirian,Verb,Jugar,,
Ludiulideon,Adjective,Juguetón,,
Ludofeon,Noun,Juguete,,
Lukemeon,Noun,Espectador,,
Lukeon,Noun,Mirada,,
Lukingeon,Noun,Contemplación,,
Lukirian,Verb,Mirar,,
Lumateon,Noun,"Luminosidad, brillo",,
Lumeon,Noun,Luz,,
Lumgareon,Noun,Velocidad de la luz,,
Lumideon,Adjective,"Luminoso, brillante",,
Lumingeon,Noun,Iluminación,,
Lumirian,Verb,"Iluminar, brillar",,
Lumnoseon,Noun,Tinieblas,,
Lumnosusekayeon,Noun,Reino de las Tinieblas,,
Lumofeon,Noun,"Lámpara, lumbrera",,
Lumyareon,Noun,Año luz,,
Lusemaon,Noun,Perdedor,,
Luseon,Noun,Pérdida,,
Lusirian,Verb,Perder,,
Lusteon,Noun,Ánimo,,
Lustideon,Adjective,Animado,,
Lustirian,Verb,Animar,,
Macheon,Noun,Partido,,
Machinemeon,Noun,Maquinista,,
Machineon,Noun,Máquina,,
Machinupeon,Noun,Maquinaria,,
Mademaon,Noun,Loco,,
Madematseon,Noun,Manicomio,,
Mademeon,Noun,Locura,,
Madeon,Noun,Locura,,
Madideon,Adjective,Loco,,
Madirian,Verb,Enloquecer,,
Maestrateon,Noun,Maestría,,
Maestreon,Noun,Maestro,,
Magagdemeon,Noun,Malhechor,,Agd
Magateon,Noun,Maldad,,
Magdenkemidaon,Adjective,Malpensado,,Agd
Magemaon,Noun,"Bribón, villano",,
Magenteon,Noun,Magenta (color),,
Magentideon,Adjective,Magenta,,
Mageon,Noun,Mal,,
Magideon,Adjective,Malo,,
Magin,Adverb,"Mal, malamente",,
Magneon,Noun,Imán,,
Magnideon,Adjective,Magnético,,
Magnogeon,Noun,Magnetismo,,
Maguglukeon,Noun,Mala suerte,,
Maguglukin,Adverb,"Desgraciadamente, desafortunadamente",,
Maguglukirian,Verb,Tener mala suerte,,
Magugustideon,Adjective,Asqueroso (sabor),,
Magugustumideon,Adjective,Horrendo (sabor),,
Magumideon,Adjective,Pésimo,,
Maguntideon,Adjective,Lo peor,,
Maguntin,Adverb,Lo peor,,
Magupreon,Noun,Empeoramiento,,
Maguprideon,Adjective,Peor,,
Maguprin,Adverb,Peor,,
Magupririan,Verb,Empeorar,,
Maiamonateon,Noun,Mayo,,
Maileon,Noun,Sonrisa,,
Mailirian,Verb,Sonreir,,
Mainatseon,Noun,Mina,,
Maineon,Noun,Minería,,
Mainideon,Adjective,Minero,,
Mainirian,Verb,Minar,,
Makakochincheon,Noun,Ratón,,
Makar,Adverb,"Al menos, por lo menos",,
Makarasnirian,Verb,Minimizar,,
Makareon,Noun,Mínimo,,
Makarideon,Adjective,Mínimo,,
Makarogeon,Noun,Minimalismo,,
Makarogideon,Adjective,Minimalista,,
Makiacheon,Noun,Maquillaje,,
Makiachirian,Verb,Maquillar,,
Maksa,Conjunction,"A fin de, con objeto de, para",,
Makustemeon,Noun,Viajero,,"Makust,em"
Makusteon,Noun,Viaje,,Makust
Makustibukeon,Noun,Libro de viajes,,"Makust,buk"
Makustirian,Verb,Viajar,,Makust
Makustiulaon,Noun,Trotamundos,,Makust
Malasheon,Noun,Malasia,,
Malashiopaon,Noun,Malasio,,
Maldibinsulseon,Noun,Maldivas,,
Maldibiomeon,Noun,Maldivo,,
Maldibiopaon,Noun,Maldivo,,
Malkeon,Noun,Pequeñez,,
Malkideon,Adjective,"Pequeño, chico, diminuto",,
Malkin,Adverb,Un poco,,
Malkingeon,Noun,"Disminución, empequeñecimiento",,
Malkirian,Verb,"Disminuir, empequeñecer, achicar",,
Malkumemeon,Noun,Enano,,
Malkumideon,Adjective,"Minúsculo, ínfimo",,
Malkuprideon,Adjective,Menor,,
Malkuprin,Adverb,Menor,,
Malseon,Noun,"Ropa, prenda",,
Malsirian,Verb,Vestir,,
Malsonteon,Noun,"Ropero, guardarropa",,
Malsrumeon,Noun,"Vestidor, vestuario, recámara",,
Malsupeon,Noun,"Vestuario, atuendo",,
Malsuteon,Noun,Harapo,,
Malteon,Noun,Malta,,
Maltiomeon,Noun,Maltés,,
Maltiopaon,Noun,Maltés,,
Man,Pronoun,Uno,,
Man dabirian,Verb,Haber que,,
Man kadirian,Verb,Ser posible,,
Manaon,Noun,Persona,,
Manasneon,Verb,Personificación,,
Manasnirian,Verb,Personificar,,
Manatasneon,Noun,Personalización,,
Manatasnirian,Verb,Personalizar,,
Manateon,Noun,Personalidad,,
Mandirian,Verb,Importar,,
Manfemeon,Noun,Mentiroso,,
Manfeon,Noun,Mentira,,
Manfirian,Verb,Mentir,,
Manfiuleon,Noun,Mentiroso,,
Manfiulideon,Adjective,Mentiroso,,
Manideon,Adjective,Personal,,
Manin,Adverb,"Personalmente, en persona",,
Manosboleon,Noun,"Voluntario, voluntad",,
Manosbolideon,Adjective,Voluntario,,
Manosbolin,Adverb,Voluntariamente,,
Manosemaon,Noun,Propietario,,
Manosemeon,Noun,Propiedad,,
Manosideon,Adjective,Propio,,
Manosingeon,Noun,Apropiación,,
Manosirian,Verb,Apropiar,,
Mansestradeon,Noun,Pasaje,,
Mansrehtseon (MsRs),Noun,Derechos Humanos (DDH),,
Manupigeon,Noun,Servidor de Discord,Formal,Man
Manyaon,Noun,"Esposo, esposa",,
Manyateon,Noun,Matrimonio,,
Manyatideon,Adjective,Conyugal,,
Manyingeon,Noun,"Boda, matrimonio",,
Manyirian,Verb,Casar,,
Manyirmanaon,Noun,Cuñado,,
Maoyeon,Noun,"Sweater, suéter, jersey, chompa",,
Marbeleon,Noun,Maravilla,,
Marbelideon,Adjective,Maravilloso,,
Marionetemeon,Noun,Titiritero,,
Marioneteon,Noun,Marioneta,,
Marseon,Noun,Marte,,
Marsideon,Adjective,Marciano,,
Marsiopaon,Noun,Marciano,,
Marsiopideon,Adjective,Marciano,,
Marsmonateon,Noun,Marzo,,
Martemeon,Noun,Truco,,
Marteon,Noun,Inteligencia,,
Martideon,Adjective,Inteligente,,
Maseon,Noun,Civilización,,
Maseon,Noun,Masa,,
Masirian,Verb,Civilizar,,
Masirian,Verb,"Pesar, masar",,
Masleon,Noun,Mantequilla,,Masl
Maslufeteon,Noun,Manteca,Grasa de la Mantequilla,"Masl,fet"
Maslufeteon,Noun,Butter,Butter grease,"Masl,fet"
Maslulakteon,Noun,Suero de Mantequilla,,"Masl,lakt"
Masmedeon,Noun,Pesaje,,
Masmedirian,Verb,"Pesar, masar",,
Masmedofeon,Noun,Pesa,,
Masnameon,Noun,Medida,,
Masnamtekirian,Verb,Tomar medidas,,
Mastunteon,Noun,Medioambiente,,
Mastuntideon,Adjective,Medioambiental,,
Masumideon,Adjective,Masivo,,
Matereon,Noun,Materia,,
Matereon,Noun,Materia,,
Materideon,Adjective,Material,,
Materideon,Adjective,Material,,
Matersushtandeon,Noun,Estado de la materia,,
Matinasneon,Noun,Amanecer,,
Matinasnirian,Verb,Amanecer,,
Matineon,Noun,Mañana,,
Matinideon,Adjective,Matinal,,
Matinnamneon,Noun,Desayuno,,
Matinnamnirian,Verb,Desayunar,,
Matren,Adverb,"También, además",,
Matrin,Adverb,"También, además",,
Matsageon,Noun,"Metrópolis, gran ciudad",,
Matsalkeon,Noun,Pueblo,,
Matsandeon,Noun,Alcalde,,
Matseon,Noun,"Ciudad, urbe",,
Matsideon,Adjective,Urbano,,
Matssentreon,Noun,"Centro (urbano), casco urbano",,
Matsyereon,Noun,Ayuntamiento,,
Mayoneseon,Noun,Mayonesa,,
Mayoreon,Noun,Excelencia,,
Medagakeon,Noun,Metrología,,
Medeon,Noun,Medida,,
Medingeon,Noun,Medición,,
Medirian,Verb,Medir. tomar la medida,,
Medofeon,Verb,"Regla, aparato de medición",,
Meduanateon,Noun,Unidad de Medida,,
Megumeon,Noun,Gracia,,
Megumideon,Adjective,"Gracioso, agraciado",,
Mehikeon,Noun,México,,
Mehikiopaon,Noun,Mexicano,,
Meileon,Noun,"Mail, correo",,
Memorasnirian,Verb,Acordar,,
Memoratseon,Noun,Memoria (informática),,
Memoremeon,Noun,Recuerdo,,
Memoreon,Noun,Memoria,,
Memorerbideon,Adjective,Memorable,,
Memoririan,Verb,Memorizar,,
Men,Adverb,Menos,,
Menaneon,Verb,Pérdida,,
Menanirian,Verb,Perder,,
Menek,Adverb,Lo menos,,
Menekin,Adverb,Lo menos,,
Menin,Adverb,Menos,,
Mergesihemaon,Noun,Especialista,,
Mergesiheon,Noun,Especialización,,
Mergesihirian,Verb,Especializarse,,
Merkeon,Noun,Mercado,,
Merkingeon,Noun,"Marketing, comercialización",,
Merksdiyeon,Noun,Miércoles,,
Merkseon,Noun,Mercurio,,
Merksiopaon,Noun,Mercuriano,,
Merksiopideon,Adjective,Mercuriano,,
Merkureon,Noun,Mercurio (química),,
Merteon,Noun,Metro,,
Meseon,Noun,Mesa,,
Metodeon,Noun,Método,,
Metodideon,Adjective,Metódico,,
Metodupeon,Noun,Metodología,,
Metreon,Noun,Metro,,
Metrideon,Adjective,Métrico,,
Mianbemaon,Noun,Panadero(a),,
Mianbeon,Noun,Pan,,
Mianbudastatseon,Noun,Amasandería,,
Mianburostofeon,Verb,Tostadora,,
Miandeon,Noun,Mente,,
Miandideon,Adjective,Mental,,
Michbikemaon,Noun,Guía,,
Michbikeon,Noun,Guía,,
Michbikirian,Verb,Guiar,,
Miglirian,Verb,Menear,,
Miliar,Noun,Millón,,
Miliaran,Adjective,Millonésimo,,
Miliarultgrameon,Noun,Tonelada,,
Mimyeon,Noun,Oído (formal),,
Minutaratofeon,Noun,Minutero,,
Minuteon,Noun,Minuto,,
Miraleon,Noun,Espejo,,
Miralideon,Adjective,Especular,,
Miralingeon,Noun,Reflejo,,
Miralirian,Verb,"Reflejar, espejar",,
Mirgeon,Noun,Milla,,
Miri,Noun,Mil,,
Miriakgrameon (mag),Noun,Milígramo,,
Miriakmetreon (mam),Noun,Milímetro,,
Mirian,Adjective,Milésimo,,
Mirimiri,Adjective,Miles,,
Miriultgrameon (mug),Noun,Kilógramo,,
Miriultmetreon (mum),Noun,Kilómetro,,
Mistreon,Noun,Amo,,
Misumalkeon,Noun,"Laguna, estanque",,
Misumeon,Noun,Lago,,
Moayeon,Noun,Moai,,
Mofadeon,Noun,Movilidad,,
Mofadideon,Adjective,Movible,,
Mofadratsfoneon,Noun,"Celular, teléfono celular, teléfono",,
Mofideon,Adjective,Móvil,,
Mofimageon,Noun,Animación (imagen animada),,
Mofingeon,Noun,Movimiento,,
Mofirian,Verb,Mover,,
Moflakeon,Noun,Verbo,,
Moflakideon,Adjective,Verbal,,
Mofteon,Noun,Motivación,,
Moftideon,Adjective,Motivador,,
Moftirian,Verb,Motivar,,
Moldabeon,Noun,Moldavia,,
Moldabiopaon,Noun,Moldavo,,
Moleon,Noun,Mall,,
Monakeon,Noun,Mónaco,,
Monakiopaon,Noun,Monegasco,,
Monateon,Noun,Mes,,
Monatideon,Adjective,Mensual,,
Mondayeon,Noun,Problema,,
Mondayideon,Adjective,Problemático,,
Mondayureshateon,Noun,Resolución de problemas,,
Moneteon,Noun,Moneda,,
Monetideon,Adjective,Monetario,,
Monetonteon,Noun,Monedero,,
Mongatareon,Noun,Cuento,,
Mongoleon,Noun,Mongolia,,
Mongoliomeon,Noun,Mongol,,
Mongoliopaon,Noun,Mongol,,
Monkeon,Noun,"Mono, simio",,
Monstreon,Noun,Monstruo,,
Monstrideon,Adjective,Monstruoso,,
Montenegreon,Noun,Montenegro,,
Montenegriopaon,Noun,Montenegrino,,
Mosheon,Noun,"Oferta, ofrecimiento",,
Moshirian,Verb,Ofrecer,,
Moyeon,Noun,Neblina (débil),,
Moyideon,Adjective,Neblinoso (débil),,
Muakeon,Noun,Beso,,
Muakirian,Verb,Besar,,
Mudasnirian,Verb,Enmudecer,,
Mudemaon,Noun,"Mudo, muda (persona)",,
Mudideon,Adjective,Mudo,,
Mundiyeon,Noun,Lunes,,
Muneon,Noun,Luna,,
Munideon,Adjective,Lunar,,
Murseon,Noun,Ratón,,
Museon,Noun,Museo,,
Nabiseon,Noun,Pulso,,
Nagekeon,Noun,Llanto,,
Nagekirian,Verb,Llorar,,
Nagekiulideon,Noun,Llorón,,
Nagekumeon,Noun,Sollozo,,
Nagekumirian,Verb,Sollozar,,
Nageleon,Noun,Uña,,
Nagemaon,Noun,Lanzador,,
Nagemeon,Noun,Proyectil,,
Nageon,Noun,Lanzamiento,,
Nagirian,Verb,Lanzar,,
Nagldalonkolpeon,Noun,Nalgada,,
Nagldalonkolpirian,Verb,Nalguear,,
Nagleon,Noun,"Trasero, nalgas, culo",,
Naglulikemaon,Noun,Lameculo,,
Nagluloheon,Noun,"Ano, culo",,
Nagonskideon,Adjective,Impulsivo,,
Nagufluigeon,Noun,Corriente en chorro,,
Nagukubeon,Noun,Dado,,
Nailoneon,Noun,Nylon,,
Naimagageon,Noun,Tsunami,,
Naimagupeon,Noun,Marejada,,
Naimbrekofeon,Noun,Rompeolas,,
Naimeon,Noun,Ola,,
Naimraidemaon,Noun,"Surfista, surfer",,
Naimraideon,Noun,Surf,,
Naimraidirian,Verb,Surfear,,
Naimupeon,Noun,Oleaje,,
Nalsbagneon,Noun,"Calzón, bragas, panties",,
Nalsbresteon,Noun,"Sostén, sujetador",,
Nalsgenitaleon,Noun,Ropa interior,,
Nalspenseon,Noun,Calzoncillos,,
Nalsperneon,Noun,"Calzas, medias, calzoncillos largos",,
Nalspideon,Noun,Calcetín,,
Namaenasirian,Verb,Llamarse (nombrarse),,
Namaenirian,Verb,"Nombrar, llamar, dar nombre",,
Namasheon,Noun,Masa,,
Namashsakirian,Verb,Amasar,,
Namboyeon,Noun,Esófago,,
Namboyideon,Adjective,Esofágico,,
Namenfulideon,Adjective,Significativo,,
Namenideon,Adjective,Significativo,,
Namenirian,Verb,Significar,,
Namenseyadideon,Adjective,Definible,,
Namenseyeon,Noun,Definición,,
Namenseyirian,Verb,Definir,,
Nameon,Noun,Nombre,,
Namin frok,Preposition,En nombre de,,
Namirian,Verb,Llamar (nombrar),,
Namirian,Verb,Llamarse,,
Namlafeon,Noun,Sustantivo,,
Namnadideon,Adjective,Comestible,,
Namnaenirian,Verb,Dar de comer,,
Namnagirian,Verb,Devorar,,
Namnasnirian,Verb,Alimentar,,
Namnatseon,Noun,Comedor,,
Namneon,Noun,"Comida, alimento",,
Namningeon,Noun,Alimentación,,
Namniulideon,Adjective,"Comilón, goloso",,
Namnofeon,Noun,Cubierto,,
Namnofupeon,Noun,"Servicios, cubiertos",,
Namnonteon,Noun,Comedero,,
Namnurumeon,Noun,Comedor (casa),,
Nas-hornamaleon,Noun,Rinoceronte,,
Nasadeon,Noun,"Espalda, dorso",,
Nasadideon,Adjective,Dorsal,,
Nasadubageon,Noun,Mochila,,
Naseon,Noun,Nariz,,
Nasideon,Adjective,Nasal,,
Naskondatseon,Noun,Escondite,,
Naskondideon,Adjective,"Escondido, oculto",,
Naskondin,Adverb,A escondidas,,
Naskondingeon,Noun,Ocultación,,
Naskondirian,Verb,"Esconder, ocultar",,
Natureon,Noun,Naturaleza,,
Naturideon,Adjective,Natural,,
Naul,Adjective,Cero,,
Nebirian,Verb,Borrar,,
Nebofeon,Noun,Borrador (que borra),,
Nederlandeon,Noun,Países bajos,,
Nederlandiomeon,Noun,Neerlandés,,
Nefeon,Noun,Nube,,
Neffulideon,Adjective,"Nublado, nuboso (clima)",,
Nefideon,Adjective,Nublado,,
Nefneon,Noun,Mención,,
Nefnirian,Verb,Mencionar,,
Nefreon,Noun,Borrador,,
Negabadasnirian,Verb,"Arruinar, desbaratar",,
Negabadeon,Noun,Falla,,
Negabadideon,Adjective,Fallido,,
Negabadirian,Verb,Fallar,,
Negayageon,Noun,Anhelo,,
Negayeon,Noun,Deseo,,
Negayerbideon,Adjective,Deseable,,
Negayirian,Verb,Desear,,
Negayumirian,Verb,Anhelar,,
Negemaon,Noun,Negro (persona),,
Negeon,Noun,Negro,,
Negideon,Adjective,Negro,,
Negingeon,Noun,Ennegrecimiento,,
Negirian,Verb,Ennegrecer,,
Nehehemeon,Noun,Tejido,,
Nehehirian,Verb,Tejer,,
Nehehofeon,Noun,Telar,,
Neirgeon,Noun,Huída,,
Neirgirian,Verb,Huir,,
Nek,Adverb,No,,
Nekachkeon,Noun,Insuficiencia,,
Nekachkideon,Adjective,Insuficiente,,
Nekachkin,Adverb,Insuficientemente,,
Nekalobeon,Noun,Prohibición,,
Nekalobideon,Adjective,Prohibido,,
Nekalobirian,Verb,Prohibir,,
Nekamechnideon,Adjective,Extraoficial,,
Nekameon,Noun,Odio,,
Nekamerbideon,Adjective,Odioso,,
Nekamikateon,Noun,Enemistad,,
Nekamikeon,Noun,Enemigo,,
Nekamikideon,Adjective,Enemigo,,
Nekamikirian,Verb,Enemistar,,
Nekamin,Adverb,Con odio,,
Nekamirian,Verb,Odiar,,
Nekampleon,Noun,Estrechez,,
Nekamplideon,Adjective,"Angosto, estrecho",,
Nekamumeon,Noun,Aversión,,
Nekamumirian,Verb,Aborrecer,,
Nekamuseon,Noun,Aburrimiento,,
Nekamusideon,Adjective,Aburrido,,
Nekamusirian,Verb,Aburrir,,
Nekaneon,Noun,Pérdida,,
Nekangoririan,Verb,"Desencriptar, descifrar",,"nek,angor"
Nekanirian,Verb,Perder,,
Nekapreon,Noun,Cierre,,
Nekaprideon,Adjective,Cerrado,,
Nekapririan,Verb,Cerrar,,
Nekaprobeon,Noun,"Reprobación, desaprobación",,
Nekaproberbideon,Adjective,Reprobable,,
Nekaprobirian,Verb,"Reprobar, desaprobar",,
Nekaprofeon,Noun,"Cerradura, cierre",,
Nekaratadideon,Adjective,Impresentable,,
Nekaremideon,Adjective,Hondo,,
Nekbensemeon,Noun,Perdedor,,
Nekbenseon,Noun,Derrota,,
Nekbensirian,Verb,Perder,,
Nekbensirian,Verb,Ser derrotado,,
Nekberemeon,Noun,Falsedad,,
Nekbereon,Noun,Falsedad,,
Nekberideon,Adjective,Falso,,
Nekberin,Adverb,Falsamente,,
Nekberukeringeon,Noun,Desacreditación,,
Nekberukeririan,Verb,Desacreditar,,
Nekbisokasneon,Verb,"Decadencia, bajada",,
Nekbisokasnirian,Verb,Bajar,,
Nekbisokideon,Adjective,Bajo,,
Nekbiurageon,Noun,Espanto,,
Nekbiuremeon,Noun,Horrorosidad,,
Nekbiureon,Noun,Fealdad,,
Nekbiurideon,Adjective,Feo,,
Nekbiursondeon,Noun,Cacofonía,,
Nekbiurumideon,Adjective,"Horroroso, horrible, espantoso",,
Nekblastaoyeon,Noun,Azul Oscuro,,
Nekblastaoyideon,Adjective,Azul Marino,,
Nekblastasirian,Verb,Oscurecerse,,
Nekblastasnirian,Verb,Oscurecer,,
Nekblastateon,Noun,Oscuridad,,
Nekblastideon,Adjective,Oscuro,,
Nekbleseon,Noun,Maldición,,
Nekblesiesideon,Noun,Maldito,,
Nekblesirian,Verb,Maldecir,,
Nekblukingeon,Noun,Desbloqueo,,
Nekblukirian,Verb,Desbloquear,,
Nekbusbeon,Noun,Desaparición,,
Nekbusbireon,Noun,Desaparecido,,
Nekbusbirian,Verb,Desaparecer,,
Nekbusbirideon,Adjective,Desaparecido,,
Nekchertateon,Noun,"Incertidumbre, duda",,
Nekchertateon,Noun,"Inseguridad, duda",,
Nekchertideon,Adjective,Incierto,,
Nekchertideon,Adjective,"Incierto, dudoso",,
Nekchertin,Adverb,Inciertamente,,
Nekchertin,Adverb,"Inciertamente, dudosamente",,
Nekdetailideon,Adjective,Burdo,,
Nekdiferesadideon,Adjective,Invariable,,
Nekdumor,Preposition,"Excepto, exceptuando",,
Nekdumorin,Adverb,"Excepto, exceptuando",,
Nekdumorkos,Conjunction,"A menos que, excepto si",,
Nekdurmasirian,Verb,Despertarse,,
Nekdurmasneon,Noun,Despertar,,
Nekdurmasnirian,Verb,Despertar,,
Nekdurmideon,Adjective,Despierto,,
Nekdurmirian,Verb,Estar despierto,,
Nekeksaktideon,Adjective,Inexacto,,
Nekekualeon,Noun,Desigualdad,,
Nekekualideon,Adjective,Desigual,,
Nekem,Pronoun,"Nadie, nada, ninguno",,
Nekemaon,Pronoun,Nadie,,
Nekemeon,"Noun, Pronoun",Nada,,
Nekemingeon,Noun,"Aniquilación, destrucción, asolación",,
Nekemirian,Verb,"Aniquilar, destruir, asolar",,
Nekenseon,Noun,Desinstalación,,
Nekensirian,Verb,Desinstalar,,
Nekensofeon,Noun,Desinstalador,,
Nekfahemeon,Noun,"Dificultad, inconveniente",,
Nekfaheon,Noun,Dificultad,,
Nekfahideon,Adjective,"Difícil, duro",,
Nekfahin,Adverb,Difícilmente,,
Nekfahirian,Verb,Dificultar,,
Nekfasirian,Verb,Desabrochar,,
Nekfedolseon,Noun,Delgadez,,
Nekfedolsumasnirian,Verb,Adelgazar,,
Nekfedolsumideon,Adjective,"Delgado, flaco",,
Nekfegagasnirian,Verb,Contraer,,
Nekfortasneon,Noun,Debilitamiento,,
Nekfortasnirian,Verb,Debilitar,,
Nekfortemaon,Noun,Debilucho,,
Nekfortemeon,Noun,Debilidad (punto débil),,
Nekforteon,Noun,Debilidad,,
Nekfortideon,Adjective,Débil,,
Nekfortin,Adverb,Débilmente,,
Nekfreyatseon,Noun,Cárcel,,
Nekfreyemeon,Noun,"Prisionero, preso, interno, detenido",,
Nekfreyeon,Noun,Encarcelamiento,,
Nekfreyirian,Verb,"Encarcelar, aprisionar, detener",,
Nekfrueon,Verb,"Atraso, retraso, tardanza",,
Nekfruideon,Adjective,"Tarde, tardío",,
Nekfruin,Adverb,"Tarde, tardíamente",,
Nekfruingideon,Adjective,"Atrasado, retrasado, tardado",,
Nekfruirian,Verb,"Atrasar, retrasar, tardar",,
Nekfuchemeon,Noun,Originalidad,,
Nekfuchideon,Adjective,Original,,
Nekfuleon,Noun,Vacío,,
Nekfulideon,Adjective,Vacío,,
Nekfulirian,Verb,Vaciar,,
Nekfunsasnirian,Verb,"Desactivar, parar",,
Nekfurteon,Noun,Intrepidez,,
Nekfurtideon,Adjective,Intrépido,,
Nekgabagdemeon,Noun,Malhechor,,Agd
Nekgabateon,Noun,Maldad,,
Nekgabefektideon,Adjective,Ineficaz,,
Nekgabemaon,Noun,"Bribón, villano",,
Nekgabeon,Noun,Mal,,
Nekgabideon,Adjective,Malo,,
Nekgabin,Adverb,"Mal, malamente",,
Nekgabudenkemidaon,Adjective,Malpensado,,
Nekgabugenkirian,Verb,Estar mal,,
Nekgabuglukeon,Noun,Mala suerte,,
Nekgabuglukin,Adverb,"Desgraciadamente, desafortunadamente",,
Nekgabuglukirian,Verb,Tener mala suerte,,
Nekgabugustideon,Adjective,Asqueroso (sabor),,
Nekgabugustumideon,Adjective,Horrendo (sabor),,
Nekgabumideon,Adjective,Pésimo,,
Nekgabuntideon,Adjective,Lo peor,,
Nekgabuntin,Adverb,Lo peor,,
Nekgabupreon,Noun,Empeoramiento,,
Nekgabuprideon,Adjective,Peor,,
Nekgabuprin,Adverb,Peor,,
Nekgabupririan,Verb,Empeorar,,
Nekgageon,Noun,Pequeñez,,
Nekgagideon,Adjective,"Pequeño, chico, diminuto",,
Nekgagin,Adverb,Un poco,,
Nekgagingeon,Noun,"Disminución, empequeñecimiento",,
Nekgagirian,Verb,"Disminuir, empequeñecer, achicar",,
Nekgagumemeon,Noun,Enano,,
Nekgagumideon,Adjective,"Minúsculo, ínfimo",,
Nekgaguprideon,Adjective,Menor,,
Nekgaguprin,Adverb,Menor,,
Nekgareon,Noun,Lentitud,,
Nekgarideon,Adjective,"Lento, despacio",,
Nekgarin,Adverb,Lentamente,,
Nekgaringeon,Noun,Desaceleración,,
Nekgaririan,Verb,Desacelerar,,
Nekgelofeon,Noun,Anticongelante,,
Nekgeneteon,Noun,Desconexión,,
Nekgenetirian,Verb,Desconectar,,
Nekgesuntatseon,Noun,Hospital,,
Nekgesuntekideon,Adjective,Indispuesto,,
